lob,mape,rmspe,model
commercial_auto,0.06834292938525398,0.09552811030426292,AutoML
other_liability,0.14247242107549246,0.1805281728480518,AutoML
private_passenger_auto,0.03617553188315723,0.0590698647334635,AutoML
workers_compensation,0.06695041717464804,0.09889612669667673,AutoML
